user id,Week number,Post_fat_pct,Post_muscle_kg,Post_weight_kg,daily_avg_kcal,sleep_avg_hours,free_text_feedback,notes
P08,Week_2025_51,31.52,23.47,70.76,1707.3,6.84,"Felt measured this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Grilled Hammour + rice + salad' and 'Labneh + cucumbers + olives + bread' sat well; Removing frictions improved follow-through. I saw mixed changes in energy. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1647 kcal/day, track water more tightly, and aim for consistent 6.6 h sleep."
P08,Week_2025_52,31.39,23.52,70.55,1798.4,6.99,"Felt optimistic this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Masoub (banana+dates+milk)' and 'Chicken Kabsa (lean rice)' sat well; Removing frictions improved follow-through. I saw strong changes in sleep. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1743 kcal/day, add 10–15 min mobility, and aim for consistent 6.8 h sleep."
P08,Week_2026_01,31.23,23.57,70.29,1840.1,7.22,"Felt measured this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw strong changes in digestion. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1705 kcal/day, warm shoulders/hips before heavy sets, and aim for consistent 7.0 h sleep."
P08,Week_2026_02,31.05,23.61,70,1895.6,7.4,"Felt steady this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Masoub (banana+dates+milk)' and 'Chicken Kabsa (lean rice)' sat well; Removing frictions improved follow-through. I saw mixed changes in joint comfort. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1784 kcal/day, swap one rice meal for jareesh mid-week, and aim for consistent 7.2 h sleep."
P08,Week_2026_03,30.87,23.61,69.72,1867.5,7.4,"Felt up-and-down this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Ful medames + tamees' and 'Balila cup (chickpeas)' sat well; Removing frictions improved follow-through. I saw mixed changes in energy. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1734 kcal/day, lighten late snacks, and aim for consistent 7.4 h sleep."
P08,Week_2026_04,30.71,23.63,69.47,1872.6,7.6,"Felt resilient this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Margoog (light) + salad' and 'Thareed (lean beef + veg)' sat well; Removing frictions improved follow-through. I saw gradual changes in joint comfort. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1742 kcal/day, swap one rice meal for jareesh mid-week, and aim for consistent 7.4 h sleep."
P08,Week_2026_05,30.56,23.64,69.24,1769.5,7.77,"Felt focused this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Grilled Hammour + rice + salad' and 'Labneh + cucumbers + olives + bread' sat well; Removing frictions improved follow-through. I saw strong changes in digestion. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1718 kcal/day, add 10–15 min mobility, and aim for consistent 7.6 h sleep."
P08,Week_2026_06,30.4,23.7,68.99,1661.5,7.9,"Felt resilient this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Margoog (light) + salad' and 'Thareed (lean beef + veg)' sat well; Removing frictions improved follow-through. I saw strong changes in appetite. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1627 kcal/day, front-load protein earlier, and aim for consistent 7.8 h sleep."
P08,Week_2026_07,30.23,23.77,68.72,1783.4,8.03,"Felt disciplined this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw mixed changes in appetite. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1740 kcal/day, front-load protein earlier, and aim for consistent 7.9 h sleep."
P08,Week_2026_08,30.04,23.81,68.44,1695.3,8.15,"Felt measured this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Margoog (light) + salad' and 'Thareed (lean beef + veg)' sat well; Removing frictions improved follow-through. I saw promising changes in pump. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1606 kcal/day, season with za’atar to vary flavor, and aim for consistent 8.0 h sleep."
P08,Week_2026_09,29.89,23.83,68.21,1777.5,8.25,"Felt up-and-down this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Balila cup (chickpeas)' and 'Grilled Hammour + rice + salad' sat well; Removing frictions improved follow-through. I saw promising changes in appetite. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1705 kcal/day, prep breakfast the night before, and aim for consistent 8.2 h sleep."
P08,Week_2026_10,29.75,23.86,67.99,1665.2,8.37,"Felt measured this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Grilled Hammour + rice + salad' and 'Labneh + cucumbers + olives + bread' sat well; Removing frictions improved follow-through. I saw strong changes in energy. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1623 kcal/day, lighten late snacks, and aim for consistent 8.2 h sleep."
P08,Week_2026_11,29.61,23.92,67.78,1743,8.25,"Felt measured this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Ful medames + tamees' and 'Balila cup (chickpeas)' sat well; Removing frictions improved follow-through. I saw noticeable changes in sleep. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1650 kcal/day, season with za’atar to vary flavor, and aim for consistent 8.4 h sleep."
P08,Week_2026_12,29.41,23.94,67.49,1745.4,8.21,"Felt steady this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Labneh + cucumbers + olives + bread' and 'Tuna salad + lemon + olive oil' sat well; Removing frictions improved follow-through. I saw clear changes in joint comfort. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1638 kcal/day, front-load protein earlier, and aim for consistent 8.2 h sleep."
P08,Week_2026_13,29.25,23.96,67.26,1740.8,8.42,"Felt disciplined this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Balila cup (chickpeas)' and 'Grilled Hammour + rice + salad' sat well; Removing frictions improved follow-through. I saw promising changes in digestion. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1672 kcal/day, 5-min post-meal walks, and aim for consistent 8.2 h sleep."
P08,Week_2026_14,29.06,23.99,66.98,1711.6,8.24,"Felt resilient this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Margoog (light) + salad' and 'Thareed (lean beef + veg)' sat well; Removing frictions improved follow-through. I saw mixed changes in recovery. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1616 kcal/day, season with za’atar to vary flavor, and aim for consistent 8.4 h sleep."
P08,Week_2026_15,28.87,24.04,66.7,1714.1,8.44,"Felt energized this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Tuna salad + lemon + olive oil' and 'Margoog (light) + salad' sat well; Removing frictions improved follow-through. I saw mixed changes in energy. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1617 kcal/day, season with za’atar to vary flavor, and aim for consistent 8.2 h sleep."
P08,Week_2026_16,28.68,24.05,66.43,1710.4,8.25,"Felt steady this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Ful medames + tamees' and 'Balila cup (chickpeas)' sat well; Removing frictions improved follow-through. I saw noticeable changes in appetite. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1645 kcal/day, 5-min post-meal walks, and aim for consistent 8.4 h sleep."
P08,Week_2026_17,28.54,24.1,66.23,1734.3,8.1,"Felt disciplined this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Masoub (banana+dates+milk)' and 'Chicken Kabsa (lean rice)' sat well; Removing frictions improved follow-through. I saw promising changes in recovery. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1684 kcal/day, add 10–15 min mobility, and aim for consistent 8.2 h sleep."
P08,Week_2026_18,28.35,24.11,65.95,1818.8,8.33,"Felt up-and-down this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Ful medames + tamees' and 'Balila cup (chickpeas)' sat well; Removing frictions improved follow-through. I saw mixed changes in sleep. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1696 kcal/day, track water more tightly, and aim for consistent 8.1 h sleep."
P08,Week_2026_19,28.16,24.13,65.68,1709.2,8.31,"Felt resilient this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw noticeable changes in appetite. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1633 kcal/day, warm shoulders/hips before heavy sets, and aim for consistent 8.3 h sleep."
P08,Week_2026_20,27.99,24.15,65.44,1674,8.49,"Felt energized this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Chicken Kabsa (lean rice)' and 'Jareesh with laban' sat well; Removing frictions improved follow-through. I saw strong changes in recovery. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1530 kcal/day, warm shoulders/hips before heavy sets, and aim for consistent 8.3 h sleep."
P08,Week_2026_21,27.83,24.19,65.21,1597.1,8.67,"Felt resilient this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Balila cup (chickpeas)' and 'Grilled Hammour + rice + salad' sat well; Removing frictions improved follow-through. I saw mixed changes in motivation. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1546 kcal/day, track water more tightly, and aim for consistent 8.5 h sleep."
P08,Week_2026_22,27.69,24.26,65.01,1638.9,8.94,"Felt disciplined this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Grilled Hammour + rice + salad' and 'Labneh + cucumbers + olives + bread' sat well; Removing frictions improved follow-through. I saw mixed changes in pump. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1567 kcal/day, warm shoulders/hips before heavy sets, and aim for consistent 8.7 h sleep."
P08,Week_2026_23,27.5,24.32,64.75,1697.6,8.9,"Felt energized this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw clear changes in pump. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1648 kcal/day, add 10–15 min mobility, and aim for consistent 8.9 h sleep."
P08,Week_2026_24,27.31,24.38,64.49,1628.4,9.15,"Felt energized this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Grilled Hammour + rice + salad' and 'Labneh + cucumbers + olives + bread' sat well; Removing frictions improved follow-through. I saw mixed changes in recovery. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1507 kcal/day, prep breakfast the night before, and aim for consistent 8.9 h sleep."
P08,Week_2026_25,27.11,24.4,64.22,1670.3,9.26,"Felt optimistic this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Margoog (light) + salad' and 'Thareed (lean beef + veg)' sat well; Removing frictions improved follow-through. I saw strong changes in appetite. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1546 kcal/day, prep breakfast the night before, and aim for consistent 9.2 h sleep."
P08,Week_2026_26,26.91,24.44,63.95,1736.2,9.14,"Felt optimistic this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Grilled Hammour + rice + salad' and 'Labneh + cucumbers + olives + bread' sat well; Removing frictions improved follow-through. I saw mixed changes in recovery. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1591 kcal/day, 5-min post-meal walks, and aim for consistent 9.3 h sleep."
P08,Week_2026_27,26.73,24.47,63.72,1736,9.38,"Felt optimistic this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Balila cup (chickpeas)' and 'Grilled Hammour + rice + salad' sat well; Removing frictions improved follow-through. I saw promising changes in sleep. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1645 kcal/day, swap one rice meal for jareesh mid-week, and aim for consistent 9.1 h sleep."
P08,Week_2026_28,26.54,24.47,63.46,1755.2,9.2,"Felt steady this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Grilled Hammour + rice + salad' and 'Labneh + cucumbers + olives + bread' sat well; Removing frictions improved follow-through. I saw noticeable changes in motivation. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1622 kcal/day, warm shoulders/hips before heavy sets, and aim for consistent 9.4 h sleep."
P08,Week_2026_29,26.37,24.5,63.24,1806.2,9.22,"Felt disciplined this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Labneh + cucumbers + olives + bread' and 'Tuna salad + lemon + olive oil' sat well; Removing frictions improved follow-through. I saw promising changes in motivation. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1677 kcal/day, prep breakfast the night before, and aim for consistent 9.2 h sleep."
P08,Week_2026_30,26.21,24.57,63.03,1782.5,9.47,"Felt measured this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Grilled Hammour + rice + salad' and 'Labneh + cucumbers + olives + bread' sat well; Removing frictions improved follow-through. I saw clear changes in recovery. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1652 kcal/day, prep breakfast the night before, and aim for consistent 9.2 h sleep."
P08,Week_2026_31,26.03,24.63,62.8,1715,9.66,"Felt energized this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Masoub (banana+dates+milk)' and 'Chicken Kabsa (lean rice)' sat well; Removing frictions improved follow-through. I saw mixed changes in pump. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1623 kcal/day, season with za’atar to vary flavor, and aim for consistent 9.5 h sleep."
P08,Week_2026_32,25.81,24.69,62.52,1606.1,9.77,"Felt up-and-down this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Chicken Kabsa (lean rice)' and 'Jareesh with laban' sat well; Removing frictions improved follow-through. I saw strong changes in energy. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1505 kcal/day, season with za’atar to vary flavor, and aim for consistent 9.7 h sleep."
P08,Week_2026_33,25.59,24.73,62.24,1698.5,9.95,"Felt up-and-down this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Labneh + cucumbers + olives + bread' and 'Tuna salad + lemon + olive oil' sat well; Removing frictions improved follow-through. I saw gradual changes in energy. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1600 kcal/day, swap one rice meal for jareesh mid-week, and aim for consistent 9.8 h sleep."
P08,Week_2026_34,25.37,24.79,61.97,1647.3,10.15,"Felt disciplined this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw clear changes in recovery. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1529 kcal/day, track water more tightly, and aim for consistent 9.9 h sleep."
P08,Week_2026_35,25.13,24.83,61.68,1624.8,9.96,"Felt disciplined this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Margoog (light) + salad' and 'Thareed (lean beef + veg)' sat well; Removing frictions improved follow-through. I saw clear changes in energy. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1595 kcal/day, front-load protein earlier, and aim for consistent 10.2 h sleep."
P08,Week_2026_36,24.89,24.88,61.39,1770.7,9.93,"Felt up-and-down this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Grilled Hammour + rice + salad' and 'Labneh + cucumbers + olives + bread' sat well; Removing frictions improved follow-through. I saw promising changes in pump. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1664 kcal/day, front-load protein earlier, and aim for consistent 10.0 h sleep."
P08,Week_2026_37,24.71,24.91,61.17,1646.4,9.82,"Felt resilient this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Chicken Kabsa (lean rice)' and 'Jareesh with laban' sat well; Removing frictions improved follow-through. I saw clear changes in sleep. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1525 kcal/day, 5-min post-meal walks, and aim for consistent 9.9 h sleep."
P08,Week_2026_38,24.5,24.95,60.92,1759.2,10.08,"Felt disciplined this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Ful medames + tamees' and 'Balila cup (chickpeas)' sat well; Removing frictions improved follow-through. I saw strong changes in pump. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1660 kcal/day, season with za’atar to vary flavor, and aim for consistent 9.8 h sleep."
P08,Week_2026_39,24.28,24.97,60.66,1624.1,9.99,"Felt energized this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Chicken Kabsa (lean rice)' and 'Jareesh with laban' sat well; Removing frictions improved follow-through. I saw clear changes in joint comfort. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1514 kcal/day, prep breakfast the night before, and aim for consistent 10.1 h sleep."
P08,Week_2026_40,24.09,24.99,60.44,1735.2,9.85,"Felt energized this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Margoog (light) + salad' and 'Thareed (lean beef + veg)' sat well; Removing frictions improved follow-through. I saw gradual changes in digestion. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1655 kcal/day, warm shoulders/hips before heavy sets, and aim for consistent 10.0 h sleep."
P08,Week_2026_41,23.91,25.01,60.22,1694.3,9.97,"Felt focused this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Balila cup (chickpeas)' and 'Grilled Hammour + rice + salad' sat well; Removing frictions improved follow-through. I saw clear changes in recovery. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1652 kcal/day, lighten late snacks, and aim for consistent 9.8 h sleep."
P08,Week_2026_42,23.73,25.03,60,1663,10.18,"Felt optimistic this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw noticeable changes in joint comfort. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1580 kcal/day, swap one rice meal for jareesh mid-week, and aim for consistent 10.0 h sleep."
P08,Week_2026_43,23.54,25.06,59.78,1726.1,10.12,"Felt measured this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Margoog (light) + salad' and 'Thareed (lean beef + veg)' sat well; Removing frictions improved follow-through. I saw clear changes in appetite. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1669 kcal/day, track water more tightly, and aim for consistent 10.2 h sleep."
P08,Week_2026_44,23.31,25.08,59.52,1608.9,9.96,"Felt up-and-down this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw noticeable changes in joint comfort. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1577 kcal/day, front-load protein earlier, and aim for consistent 10.1 h sleep."
P08,Week_2026_45,23.08,25.09,59.25,1738.6,9.94,"Felt focused this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Masoub (banana+dates+milk)' and 'Chicken Kabsa (lean rice)' sat well; Removing frictions improved follow-through. I saw mixed changes in joint comfort. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1690 kcal/day, lighten late snacks, and aim for consistent 10.0 h sleep."
P08,Week_2026_46,22.87,25.12,59.02,1806.8,9.98,"Felt measured this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Chicken Kabsa (lean rice)' and 'Jareesh with laban' sat well; Removing frictions improved follow-through. I saw clear changes in energy. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1659 kcal/day, season with za’atar to vary flavor, and aim for consistent 9.9 h sleep."
P08,Week_2026_47,22.65,25.13,58.77,1635.6,10.17,"Felt resilient this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Labneh + cucumbers + olives + bread' and 'Tuna salad + lemon + olive oil' sat well; Removing frictions improved follow-through. I saw noticeable changes in recovery. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1505 kcal/day, 5-min post-meal walks, and aim for consistent 10.0 h sleep."
P08,Week_2026_48,22.44,25.18,58.54,1629.7,10.3,"Felt measured this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Balila cup (chickpeas)' and 'Grilled Hammour + rice + salad' sat well; Removing frictions improved follow-through. I saw promising changes in recovery. For my goal, I kept a mild deficit + high steps. Budget=medium, cooking=beginner.","Next week: keep ~1534 kcal/day, season with za’atar to vary flavor, and aim for consistent 10.2 h sleep."
P09,Week_2025_46,18.88,28.64,73.07,3174.6,7.04,"This week felt steady. With mostly consistent adherence (~3175 kcal/day), I completed 4 sessions (e.g., W25, W21, W25). Short sessions and supersets helped the schedule. I noticed gradual changes in joint comfort. Given my goal, I tried to balance protein and volume while keeping steps high. Average sleep was ~7.0 h; training quality tracked well with meal timing and hydration.",Hold calories steady and emphasize high-quality reps on compounds. Insert a 10–15 min mobility block on rest days to keep joints happy. Aim for a consistent lights-out routine to push sleep toward 7–8 h. Keep meals simple; adjust seasoning and veggies for variety. Experiment with one new high-protein Saudi dish mid-week for variety. Track water intake more tightly.
P09,Week_2025_47,18.81,28.7,72.99,2289.1,7.12,"Felt resilient this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Tuna salad + lemon + olive oil' and 'Margoog (light) + salad' sat well; Removing frictions improved follow-through. I saw noticeable changes in energy. For my goal, I balanced volume and daily activity. Budget=medium, cooking=intermediate.","Next week: keep ~2087 kcal/day, season with za’atar to vary flavor, and aim for consistent 7.0 h sleep."
P09,Week_2025_48,18.74,28.75,72.91,2384.8,7.14,"Felt steady this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Margoog (light) + salad' and 'Thareed (lean beef + veg)' sat well; Removing frictions improved follow-through. I saw promising changes in pump. For my goal, I balanced volume and daily activity. Budget=medium, cooking=intermediate.","Next week: keep ~2160 kcal/day, front-load protein earlier, and aim for consistent 7.1 h sleep."
P09,Week_2025_49,18.68,28.78,72.83,2244.7,7.06,"Felt focused this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Chicken Kabsa (lean rice)' and 'Jareesh with laban' sat well; Removing frictions improved follow-through. I saw gradual changes in joint comfort. For my goal, I balanced volume and daily activity. Budget=medium, cooking=intermediate.","Next week: keep ~2096 kcal/day, lighten late snacks, and aim for consistent 7.1 h sleep."
P09,Week_2025_50,18.64,28.8,72.78,2077.5,7,"Felt energized this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Ful medames + tamees' and 'Balila cup (chickpeas)' sat well; Removing frictions improved follow-through. I saw gradual changes in energy. For my goal, I balanced volume and daily activity. Budget=medium, cooking=intermediate.","Next week: keep ~1941 kcal/day, lighten late snacks, and aim for consistent 7.1 h sleep."
P09,Week_2025_51,18.6,28.83,72.72,2292.5,7.11,"Felt optimistic this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Grilled Hammour + rice + salad' and 'Labneh + cucumbers + olives + bread' sat well; Removing frictions improved follow-through. I saw gradual changes in appetite. For my goal, I balanced volume and daily activity. Budget=medium, cooking=intermediate.","Next week: keep ~2080 kcal/day, front-load protein earlier, and aim for consistent 7.0 h sleep."
P09,Week_2025_52,18.55,28.9,72.66,2094.1,7.11,"Felt disciplined this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Masoub (banana+dates+milk)' and 'Chicken Kabsa (lean rice)' sat well; Removing frictions improved follow-through. I saw promising changes in pump. For my goal, I balanced volume and daily activity. Budget=medium, cooking=intermediate.","Next week: keep ~1923 kcal/day, warm shoulders/hips before heavy sets, and aim for consistent 7.1 h sleep."
P09,Week_2026_01,18.54,28.97,72.64,2183,6.91,"Felt steady this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Labneh + cucumbers + olives + bread' and 'Tuna salad + lemon + olive oil' sat well; Removing frictions improved follow-through. I saw gradual changes in sleep. For my goal, I balanced volume and daily activity. Budget=medium, cooking=intermediate.","Next week: keep ~1944 kcal/day, add 10–15 min mobility, and aim for consistent 7.1 h sleep."
P09,Week_2026_02,18.52,29.01,72.61,2126.7,7.01,"Felt resilient this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Ful medames + tamees' and 'Balila cup (chickpeas)' sat well; Removing frictions improved follow-through. I saw strong changes in appetite. For my goal, I balanced volume and daily activity. Budget=medium, cooking=intermediate.","Next week: keep ~1953 kcal/day, warm shoulders/hips before heavy sets, and aim for consistent 6.9 h sleep."
P09,Week_2026_03,18.52,29.05,72.61,2326.7,7.3,"Felt optimistic this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Balila cup (chickpeas)' and 'Grilled Hammour + rice + salad' sat well; Removing frictions improved follow-through. I saw noticeable changes in digestion. For my goal, I balanced volume and daily activity. Budget=medium, cooking=intermediate.","Next week: keep ~2108 kcal/day, track water more tightly, and aim for consistent 7.0 h sleep."
P09,Week_2026_04,18.52,29.08,72.62,2249.3,7.31,"Felt optimistic this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw promising changes in digestion. For my goal, I balanced volume and daily activity. Budget=medium, cooking=intermediate.","Next week: keep ~2079 kcal/day, 5-min post-meal walks, and aim for consistent 7.3 h sleep."
P09,Week_2026_05,18.52,29.13,72.63,2132.2,7.53,"Felt steady this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Labneh + cucumbers + olives + bread' and 'Tuna salad + lemon + olive oil' sat well; Removing frictions improved follow-through. I saw mixed changes in motivation. For my goal, I balanced volume and daily activity. Budget=medium, cooking=intermediate.","Next week: keep ~1963 kcal/day, warm shoulders/hips before heavy sets, and aim for consistent 7.3 h sleep."
P09,Week_2026_06,18.49,29.2,72.59,2191.8,7.6,"Felt measured this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw clear changes in appetite. For my goal, I balanced volume and daily activity. Budget=medium, cooking=intermediate.","Next week: keep ~2053 kcal/day, front-load protein earlier, and aim for consistent 7.5 h sleep."
P09,Week_2026_07,18.48,29.27,72.57,2082.3,7.52,"Felt measured this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Chicken Kabsa (lean rice)' and 'Jareesh with laban' sat well; Removing frictions improved follow-through. I saw clear changes in appetite. For my goal, I balanced volume and daily activity. Budget=medium, cooking=intermediate.","Next week: keep ~1957 kcal/day, front-load protein earlier, and aim for consistent 7.6 h sleep."
P09,Week_2026_08,18.48,29.34,72.6,2294.7,7.42,"Felt up-and-down this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Ful medames + tamees' and 'Balila cup (chickpeas)' sat well; Removing frictions improved follow-through. I saw gradual changes in motivation. For my goal, I balanced volume and daily activity. Budget=medium, cooking=intermediate.","Next week: keep ~2060 kcal/day, 5-min post-meal walks, and aim for consistent 7.5 h sleep."
