user id,Week number,1st_meal,1st_meal_carbs_g,1st_meal_fat_g,1st_meal_protein_g,1st_meal_sodium_mg,1st_meal_fiber_g,1st_meal_kcal_target_kcal,2nd_meal,2nd_meal_carbs_g,2nd_meal_fat_g,2nd_meal_protein_g,2nd_meal_sodium_mg,2nd_meal_fiber_g,2nd_meal_kcal_target_kcal,3rd_meal,3rd_meal_carbs_g,3rd_meal_fat_g,3rd_meal_protein_g,3rd_meal_sodium_mg,3rd_meal_fiber_g,3rd_meal_kcal_target_kcal,4th_meal,4th_meal_carbs_g,4th_meal_fat_g,4th_meal_protein_g,4th_meal_sodium_mg,4th_meal_fiber_g,4th_meal_kcal_target_kcal,Total_carbs_g,Total_fat_g,Total_protein_g,Total_sodium_mg,Total_fiber_g,Total_kcal_target_kcal,BMI,Cook,Note
P04,Week_2026_06,Chicken Kabsa (lean rice),61.5,16.7,20.5,596.1,11.6,228.7,Jareesh with laban,70.9,17.1,36.5,580.8,6.3,590.8,Ful medames + tamees,32.7,12.3,22.4,201.4,6.4,360.0,Balila cup (chickpeas),43.0,7.2,13.6,234.8,11.8,504.4,208.2,53.2,93.0,1613.0,36.0,1683.8,,,Fallback plan.
P04,Week_2026_07,Grilled Hammour + rice + salad,24.7,12.7,33.3,357.6,3.4,306.9,Labneh + cucumbers + olives + bread,98.1,11.8,27.2,388.6,4.8,566.6,Tuna salad + lemon + olive oil,32.3,10.9,16.5,258.8,10.9,207.8,Margoog (light) + salad,46.4,11.6,14.2,500.0,6.6,513.0,201.5,47.1,91.1,1505.0,25.7,1594.2,,,Fallback plan.
P04,Week_2026_08,Jareesh with laban,46.7,18.3,13.0,369.7,4.2,370.8,Ful medames + tamees,37.7,10.4,28.6,510.2,9.8,416.5,Balila cup (chickpeas),44.8,13.1,32.8,278.9,8.1,234.7,Grilled Hammour + rice + salad,49.6,9.4,15.1,379.1,13.2,511.6,178.7,51.2,89.5,1538.0,35.3,1533.6,,,Fallback plan.
P04,Week_2026_09,Chicken Kabsa (lean rice),75.8,17.4,31.0,462.6,5.0,197.3,Jareesh with laban,35.8,6.9,19.9,549.7,8.0,643.6,Ful medames + tamees,23.4,10.7,31.6,253.9,8.4,236.2,Balila cup (chickpeas),56.5,15.6,11.0,239.7,6.3,518.3,191.5,50.6,93.5,1506.0,27.7,1595.4,,,Fallback plan.
P04,Week_2026_10,Jareesh with laban,23.6,23.3,24.0,558.2,5.8,733.2,Ful medames + tamees,64.9,10.8,20.9,537.9,5.4,250.7,Balila cup (chickpeas),66.9,10.2,25.8,550.9,11.0,416.0,Grilled Hammour + rice + salad,52.1,6.6,18.6,214.0,12.4,245.3,207.5,50.9,89.3,1861.0,34.5,1645.2,,,Fallback plan.
P04,Week_2026_11,Balila cup (chickpeas),47.5,7.5,14.0,688.3,4.5,454.5,Grilled Hammour + rice + salad,32.5,16.9,32.6,533.6,6.4,487.0,Labneh + cucumbers + olives + bread,52.3,15.4,26.8,374.7,10.4,282.4,Tuna salad + lemon + olive oil,62.4,13.8,23.9,388.4,5.9,426.5,194.7,53.6,97.3,1985.0,27.2,1650.3,,,Fallback plan.
P04,Week_2026_12,Grilled Hammour + rice + salad,20.1,7.8,26.8,232.4,5.6,695.4,Labneh + cucumbers + olives + bread,41.2,15.8,11.7,557.1,2.8,395.7,Tuna salad + lemon + olive oil,72.5,8.9,34.8,521.1,9.5,252.0,Margoog (light) + salad,65.0,21.1,24.6,227.3,7.7,326.0,198.8,53.6,97.9,1538.0,25.6,1669.1,,,Fallback plan.
P04,Week_2026_13,Balila cup (chickpeas),18.1,9.7,19.9,362.8,7.9,412.8,Grilled Hammour + rice + salad,73.8,14.7,18.4,515.8,8.3,537.9,Labneh + cucumbers + olives + bread,65.9,10.8,37.1,422.3,3.0,451.0,Tuna salad + lemon + olive oil,42.3,20.7,19.6,353.0,8.5,282.0,200.1,55.9,95.1,1654.0,27.8,1683.7,,,Fallback plan.
P04,Week_2026_14,Ful medames + tamees,53.6,5.4,20.7,393.4,10.9,376.3,Balila cup (chickpeas),49.1,16.9,33.3,426.2,5.6,265.2,Grilled Hammour + rice + salad,59.6,16.5,27.1,573.4,9.9,501.0,Labneh + cucumbers + olives + bread,27.9,6.1,15.8,573.0,6.4,409.8,190.1,44.9,96.9,1966.0,32.8,1552.3,,,Fallback plan.
P04,Week_2026_15,Margoog (light) + salad,77.2,13.8,11.5,657.6,11.8,446.0,Thareed (lean beef + veg),28.7,18.5,22.5,693.6,7.4,308.6,Harees (light) + salad,54.1,9.1,41.9,412.6,9.5,473.3,Egg shakshouka + bread,48.3,9.7,19.4,318.3,4.3,447.5,208.3,51.2,95.3,2082.0,33.1,1675.3,,,Fallback plan.
P04,Week_2026_16,Masoub (banana+dates+milk),50.7,8.4,30.6,225.3,10.2,328.1,Chicken Kabsa (lean rice),30.0,13.0,27.1,350.6,5.7,480.3,Jareesh with laban,58.8,10.9,18.2,638.2,3.7,233.0,Ful medames + tamees,34.2,13.7,24.2,558.9,12.4,469.2,173.8,46.1,100.1,1773.0,32.0,1510.6,,,Fallback plan.
P04,Week_2026_17,Chicken Kabsa (lean rice),68.1,14.3,11.6,295.0,9.1,510.2,Jareesh with laban,54.8,15.5,20.9,500.6,6.8,320.4,Ful medames + tamees,36.9,9.4,18.6,390.0,9.2,467.7,Balila cup (chickpeas),31.1,12.0,44.1,673.4,9.7,306.7,190.9,51.2,95.2,1859.0,34.9,1605.1,,,Fallback plan.
P04,Week_2026_18,Grilled Hammour + rice + salad,22.1,11.7,13.1,275.2,7.1,185.8,Labneh + cucumbers + olives + bread,65.0,11.2,32.4,524.6,3.3,248.3,Tuna salad + lemon + olive oil,57.8,16.7,32.7,183.2,8.7,398.4,Margoog (light) + salad,32.0,9.3,13.9,517.0,5.7,684.4,176.9,49.0,92.1,1500.0,24.8,1516.9,,,Fallback plan.
P04,Week_2026_19,Balila cup (chickpeas),75.2,12.9,29.2,277.2,6.4,370.1,Grilled Hammour + rice + salad,66.5,10.7,29.0,698.4,10.2,423.9,Labneh + cucumbers + olives + bread,27.5,15.4,13.0,723.0,8.3,522.6,Tuna salad + lemon + olive oil,24.9,10.1,20.7,201.4,4.3,268.4,194.0,49.1,91.8,1900.0,29.1,1585.1,,,Fallback plan.
P04,Week_2026_20,Margoog (light) + salad,25.8,10.6,13.3,454.5,9.5,262.4,Thareed (lean beef + veg),55.3,10.9,20.8,438.2,6.5,490.9,Harees (light) + salad,65.7,10.7,33.6,591.7,7.2,430.7,Egg shakshouka + bread,61.3,16.3,32.0,291.7,4.7,483.7,208.1,48.5,99.7,1776.0,27.9,1667.7,,,Fallback plan.
P04,Week_2026_21,Jareesh with laban,47.1,12.6,17.5,429.2,4.7,211.1,Ful medames + tamees,48.0,11.3,23.4,648.1,7.4,601.2,Balila cup (chickpeas),34.9,11.2,30.8,393.5,6.7,183.4,Grilled Hammour + rice + salad,46.3,13.5,20.3,274.2,8.2,514.8,176.3,48.6,92.0,1745.0,27.0,1510.6,,,Fallback plan.
P04,Week_2026_22,Balila cup (chickpeas),60.7,6.6,13.8,299.2,8.9,185.8,Grilled Hammour + rice + salad,17.9,14.7,11.9,572.3,7.0,385.2,Labneh + cucumbers + olives + bread,45.4,13.2,29.3,399.5,5.5,475.5,Tuna salad + lemon + olive oil,43.4,16.4,43.0,769.0,3.4,472.6,167.3,50.9,98.0,2040.0,24.7,1519.2,,,Fallback plan.
P04,Week_2026_23,Labneh + cucumbers + olives + bread,38.2,6.6,28.7,278.1,4.5,331.9,Tuna salad + lemon + olive oil,62.3,17.0,33.6,307.5,8.4,382.4,Margoog (light) + salad,43.3,15.0,12.4,902.0,8.3,426.2,Thareed (lean beef + veg),53.6,10.9,16.1,526.4,9.8,459.2,197.5,49.6,90.8,2014.0,31.0,1599.6,,,Fallback plan.
P04,Week_2026_24,Chicken Kabsa (lean rice),61.4,15.4,27.6,676.8,4.9,196.0,Jareesh with laban,36.3,8.3,28.7,358.6,15.0,403.1,Ful medames + tamees,32.1,13.5,20.7,624.5,5.9,456.1,Balila cup (chickpeas),45.2,15.8,23.4,440.1,4.4,523.2,175.0,53.0,100.4,2100.0,30.3,1578.4,,,Fallback plan.
P04,Week_2026_25,Masoub (banana+dates+milk),53.4,10.8,34.5,564.0,8.1,667.6,Chicken Kabsa (lean rice),65.1,13.3,19.8,581.2,4.5,405.4,Jareesh with laban,17.1,10.8,27.2,591.2,11.0,239.3,Ful medames + tamees,56.2,11.0,9.8,373.7,11.4,232.9,191.8,45.9,91.2,2110.0,34.9,1545.2,,,Fallback plan.
P04,Week_2026_26,Balila cup (chickpeas),81.9,13.8,17.7,330.9,11.6,222.7,Grilled Hammour + rice + salad,38.2,17.8,23.1,661.5,3.9,309.5,Labneh + cucumbers + olives + bread,33.4,8.3,40.4,349.1,4.7,661.6,Tuna salad + lemon + olive oil,39.9,7.8,19.4,577.6,5.8,410.5,193.4,47.6,100.6,1919.0,26.0,1604.3,,,Fallback plan.
P04,Week_2026_27,Margoog (light) + salad,27.9,9.6,30.2,443.4,8.8,378.8,Thareed (lean beef + veg),73.7,15.0,14.5,720.9,3.7,246.2,Harees (light) + salad,63.6,8.0,25.3,464.0,8.7,452.2,Egg shakshouka + bread,37.6,18.8,23.3,184.7,9.2,569.5,202.7,51.4,93.3,1813.0,30.4,1646.7,,,Fallback plan.
P04,Week_2026_28,Chicken Kabsa (lean rice),27.4,13.3,30.9,340.0,8.3,521.8,Jareesh with laban,59.4,11.2,10.6,470.6,10.6,479.5,Ful medames + tamees,61.4,15.6,29.9,251.7,7.7,369.5,Balila cup (chickpeas),56.8,11.3,21.4,443.7,9.4,283.8,205.0,51.5,92.8,1506.0,35.9,1654.7,,,Fallback plan.
P04,Week_2026_29,Tuna salad + lemon + olive oil,70.5,6.2,22.5,338.3,3.9,385.0,Margoog (light) + salad,26.8,9.1,21.0,506.2,6.4,404.1,Thareed (lean beef + veg),46.6,11.3,23.8,181.6,12.9,466.6,Harees (light) + salad,39.7,20.7,23.5,702.9,6.7,267.5,183.6,47.3,90.8,1729.0,29.8,1523.2,,,Fallback plan.
P04,Week_2026_30,Masoub (banana+dates+milk),30.8,12.3,26.4,630.0,9.9,487.3,Chicken Kabsa (lean rice),73.4,12.9,29.1,369.7,7.3,584.0,Jareesh with laban,37.8,6.1,19.0,426.8,10.5,327.1,Ful medames + tamees,61.9,21.7,18.3,724.4,5.6,265.2,203.9,53.0,92.7,2151.0,33.2,1663.5,,,Fallback plan.
P04,Week_2026_31,Jareesh with laban,50.1,12.1,19.2,275.7,8.1,464.5,Ful medames + tamees,88.0,16.8,17.6,493.0,8.5,384.9,Balila cup (chickpeas),25.5,8.2,28.0,490.4,7.0,386.2,Grilled Hammour + rice + salad,26.6,12.0,25.4,262.9,8.8,328.2,190.2,49.1,90.3,1522.0,32.3,1563.8,,,Fallback plan.
P04,Week_2026_32,Tuna salad + lemon + olive oil,65.7,16.3,11.7,548.0,6.0,479.6,Margoog (light) + salad,36.6,11.3,28.1,518.6,9.2,307.6,Thareed (lean beef + veg),43.5,9.8,23.0,497.9,11.2,487.2,Harees (light) + salad,62.0,16.5,29.8,587.5,8.6,411.2,207.8,53.8,92.6,2152.0,35.0,1685.6,,,Fallback plan.
P04,Week_2026_33,Jareesh with laban,42.9,14.6,21.1,576.9,5.2,703.8,Ful medames + tamees,34.5,11.4,38.2,695.8,7.3,241.9,Balila cup (chickpeas),66.7,11.9,19.3,194.3,5.2,265.2,Grilled Hammour + rice + salad,35.8,13.5,18.0,580.0,7.4,357.5,179.8,51.4,96.6,2047.0,25.1,1568.3,,,Fallback plan.
P04,Week_2026_34,Grilled Hammour + rice + salad,52.6,5.1,22.4,537.5,9.7,384.1,Labneh + cucumbers + olives + bread,59.8,16.9,23.3,382.7,7.8,301.7,Tuna salad + lemon + olive oil,54.1,9.3,27.9,438.3,9.8,365.8,Margoog (light) + salad,18.3,14.3,22.2,636.5,8.0,480.0,184.8,45.5,95.7,1995.0,35.3,1531.5,,,Fallback plan.
P04,Week_2026_35,Ful medames + tamees,51.6,10.0,22.7,307.4,6.2,459.9,Balila cup (chickpeas),61.9,14.9,17.4,602.9,11.6,526.4,Grilled Hammour + rice + salad,34.9,16.4,21.7,307.1,6.3,195.3,Labneh + cucumbers + olives + bread,60.4,6.6,29.6,432.6,8.6,450.7,208.9,47.9,91.4,1650.0,32.6,1632.3,,,Fallback plan.
P04,Week_2026_36,Labneh + cucumbers + olives + bread,65.9,10.3,17.6,265.1,3.1,216.3,Tuna salad + lemon + olive oil,50.1,13.6,24.0,434.5,10.6,521.6,Margoog (light) + salad,19.6,17.6,27.1,357.7,10.1,561.9,Thareed (lean beef + veg),69.3,10.1,30.3,846.6,9.3,379.7,204.8,51.6,99.0,1904.0,33.1,1679.5,,,Fallback plan.
P04,Week_2026_37,Balila cup (chickpeas),73.2,12.4,24.5,349.9,3.7,365.1,Grilled Hammour + rice + salad,33.3,7.0,19.9,370.8,6.9,427.5,Labneh + cucumbers + olives + bread,43.4,16.5,20.2,520.1,10.6,431.1,Tuna salad + lemon + olive oil,39.8,10.6,34.1,422.2,10.1,348.4,189.7,46.5,98.7,1663.0,31.2,1572.1,,,Fallback plan.
P04,Week_2026_38,Chicken Kabsa (lean rice),45.6,4.4,17.7,383.6,9.6,462.2,Jareesh with laban,57.2,15.7,33.9,885.2,6.8,169.7,Ful medames + tamees,54.0,13.0,21.5,253.3,3.1,356.4,Balila cup (chickpeas),37.3,12.9,19.9,612.9,12.3,573.4,194.1,45.9,93.0,2135.0,31.7,1561.6,,,Fallback plan.
P04,Week_2026_39,Jareesh with laban,94.3,11.6,30.5,518.5,14.4,374.6,Ful medames + tamees,42.2,14.6,30.4,193.5,5.6,576.9,Balila cup (chickpeas),32.6,7.9,20.2,413.2,4.3,204.0,Grilled Hammour + rice + salad,24.3,18.2,8.6,548.8,10.2,447.3,193.4,52.3,89.6,1674.0,34.5,1602.8,,,Fallback plan.
P04,Week_2026_40,Labneh + cucumbers + olives + bread,53.2,14.6,22.0,677.8,4.8,513.3,Tuna salad + lemon + olive oil,53.6,13.7,22.9,315.9,10.7,370.9,Margoog (light) + salad,38.4,10.9,16.7,420.3,9.4,557.5,Thareed (lean beef + veg),56.4,9.4,31.3,669.0,4.7,174.0,201.7,48.6,92.9,2083.0,29.6,1615.8,,,Fallback plan.
P04,Week_2026_41,Chicken Kabsa (lean rice),55.9,5.8,12.5,432.3,8.3,365.6,Jareesh with laban,60.9,16.9,37.5,530.7,4.4,512.5,Ful medames + tamees,24.8,17.6,15.8,187.7,3.2,180.0,Balila cup (chickpeas),40.1,4.8,31.2,455.3,9.4,462.5,181.7,45.1,97.0,1606.0,25.4,1520.6,,,Fallback plan.
P04,Week_2026_42,Margoog (light) + salad,43.8,4.9,19.1,332.1,4.8,350.7,Thareed (lean beef + veg),70.4,17.9,20.0,602.3,5.7,212.3,Harees (light) + salad,21.9,11.2,41.7,608.7,5.3,427.3,Egg shakshouka + bread,53.2,13.4,11.7,469.9,9.3,562.8,189.2,47.4,92.5,2013.0,25.0,1553.2,,,Fallback plan.
P04,Week_2026_43,Balila cup (chickpeas),36.4,7.7,29.0,187.1,4.9,335.0,Grilled Hammour + rice + salad,60.6,17.6,13.4,642.7,3.4,301.4,Labneh + cucumbers + olives + bread,44.9,11.0,21.0,377.3,11.0,456.0,Tuna salad + lemon + olive oil,69.5,10.4,26.5,683.9,12.6,533.5,211.4,46.7,90.0,1891.0,31.9,1626.0,,,Fallback plan.
P04,Week_2026_44,Jareesh with laban,45.7,9.9,25.7,513.9,8.6,512.9,Ful medames + tamees,56.0,20.2,23.6,484.8,4.5,365.0,Balila cup (chickpeas),76.6,10.3,38.0,540.5,11.0,245.3,Grilled Hammour + rice + salad,20.7,9.2,13.2,529.9,7.9,520.3,199.0,49.5,100.5,2069.0,32.0,1643.5,,,Fallback plan.
P04,Week_2026_45,Balila cup (chickpeas),28.8,13.3,30.5,232.1,7.1,438.9,Grilled Hammour + rice + salad,48.0,10.5,40.7,445.1,7.4,648.1,Labneh + cucumbers + olives + bread,60.9,17.0,13.3,739.2,6.9,272.7,Tuna salad + lemon + olive oil,48.8,5.4,15.7,458.6,4.2,202.8,186.5,46.2,100.2,1875.0,25.5,1562.5,,,Fallback plan.
P04,Week_2026_46,Margoog (light) + salad,34.7,19.1,21.0,392.5,12.1,387.1,Thareed (lean beef + veg),73.7,6.9,26.4,533.4,3.3,727.4,Harees (light) + salad,55.5,15.5,25.4,519.2,5.4,192.6,Egg shakshouka + bread,38.4,6.1,22.6,606.9,13.0,312.6,202.4,47.6,95.4,2052.0,33.8,1619.7,,,Fallback plan.
P04,Week_2026_47,Labneh + cucumbers + olives + bread,90.9,13.2,10.0,445.4,6.2,315.0,Tuna salad + lemon + olive oil,33.7,10.3,11.1,626.5,8.8,542.5,Margoog (light) + salad,38.2,7.6,36.2,389.0,4.7,468.9,Thareed (lean beef + veg),46.0,20.8,35.7,359.1,8.3,347.1,208.8,51.8,93.0,1820.0,28.0,1673.5,,,Fallback plan.
P04,Week_2026_48,Chicken Kabsa (lean rice),54.8,12.3,20.8,401.1,5.2,465.5,Jareesh with laban,59.7,8.7,24.0,370.2,4.2,398.3,Ful medames + tamees,49.4,16.2,19.2,873.0,9.9,163.2,Balila cup (chickpeas),21.2,9.7,34.4,364.7,12.9,528.9,185.1,46.9,98.4,2009.0,32.2,1556.0,,,Fallback plan.
P05,Week_2025_46,"07:30–09:30 — Breakfast: pita (93 g), white cheese (106 g), orange (97 g), mint tea (243 ml)",66.5,24.8,30.4,1119.8,4.7,610.8,"12:30–14:30 — Lunch: sayadiyah (360 g) + beef (152 g), simple salad (114 g), water (231 ml)",108.8,33.8,62.8,1426.4,6.4,990.6,"17:00–18:30 — Snack: feta (93 g) with markook (105 g), orange (79 g)",68.9,21.7,22.1,1443.8,5.0,559.3,"20:00–22:00 — Dinner: grilled shrimp (191 g), simple salad (166 g), pickles (33 g), kubz arabi (103 g)",69.5,2.5,57.7,1040.5,7.1,531.3,313.7,82.8,173.0,5030.5,23.2,2692.0,Obese I,beginner,"Persona P05: goal=fat loss, level=Beginner, training=4, budget=. Approx daily energy target ≈ 2692 kcal. Hydrate well; prefer laban/water. Keep sodium moderate; adjust portions around training days."
P05,Week_2025_47,Ful medames + tamees,41.3,12.0,31.6,508.1,11.0,364.7,Balila cup (chickpeas),60.0,32.3,47.1,788.2,8.8,381.3,Grilled Hammour + rice + salad,123.3,26.6,61.7,771.6,11.0,990.7,Labneh + cucumbers + olives + bread,38.5,10.0,36.0,277.1,2.7,749.6,263.1,80.9,176.4,2345.0,33.5,2486.2,,,Fallback plan.
P05,Week_2025_48,Margoog (light) + salad,132.7,11.4,60.7,585.5,6.4,700.5,Thareed (lean beef + veg),59.7,15.5,37.5,578.5,7.1,593.6,Harees (light) + salad,36.5,30.3,27.7,192.5,7.3,740.7,Egg shakshouka + bread,58.9,20.0,39.3,612.5,8.9,473.0,287.8,77.3,165.2,1969.0,29.7,2507.7,,,Fallback plan.
P05,Week_2025_49,Jareesh with laban,88.4,25.0,29.7,504.9,5.0,448.3,Ful medames + tamees,103.5,11.4,76.8,594.0,9.0,827.0,Balila cup (chickpeas),31.3,18.1,41.8,426.6,8.5,755.7,Grilled Hammour + rice + salad,41.7,28.1,28.8,617.6,6.3,480.0,264.9,82.5,177.2,2143.0,28.8,2511.0,,,Fallback plan.
P05,Week_2025_50,Ful medames + tamees,35.6,17.2,55.2,216.4,7.0,760.4,Balila cup (chickpeas),34.8,16.8,57.7,582.5,9.9,588.6,Grilled Hammour + rice + salad,91.9,25.0,16.7,487.5,6.7,471.7,Labneh + cucumbers + olives + bread,111.3,24.3,42.2,688.6,12.4,710.6,273.6,83.3,171.8,1975.0,36.0,2531.3,,,Fallback plan.
P05,Week_2025_51,Balila cup (chickpeas),79.6,11.7,75.6,277.9,10.0,891.4,Grilled Hammour + rice + salad,46.1,30.4,38.5,812.6,7.1,665.7,Labneh + cucumbers + olives + bread,62.3,16.1,22.9,743.5,12.0,328.0,Tuna salad + lemon + olive oil,55.0,25.2,25.6,661.0,4.5,488.4,243.1,83.4,162.6,2495.0,33.5,2373.5,,,Fallback plan.
P05,Week_2025_52,Labneh + cucumbers + olives + bread,61.9,14.2,36.8,540.6,5.5,847.1,Tuna salad + lemon + olive oil,40.1,20.0,25.5,577.9,14.6,500.4,Margoog (light) + salad,88.7,21.8,47.4,694.6,4.2,619.3,Thareed (lean beef + veg),85.9,21.1,53.1,284.9,7.1,485.7,276.6,77.2,162.8,2098.0,31.4,2452.5,,,Fallback plan.
P05,Week_2026_01,Margoog (light) + salad,61.9,20.5,16.6,385.5,5.5,641.9,Thareed (lean beef + veg),79.0,16.2,61.3,299.6,10.2,516.4,Harees (light) + salad,45.7,34.0,59.9,513.4,9.8,425.5,Egg shakshouka + bread,45.6,16.6,41.4,777.5,6.7,848.7,232.2,87.4,179.3,1976.0,32.2,2432.5,,,Fallback plan.
P05,Week_2026_02,Grilled Hammour + rice + salad,52.8,30.6,38.3,337.0,10.5,750.2,Labneh + cucumbers + olives + bread,58.2,11.8,30.7,341.9,3.5,697.2,Tuna salad + lemon + olive oil,70.4,32.1,57.6,377.7,3.2,677.6,Margoog (light) + salad,79.8,13.8,33.7,1037.4,9.3,355.8,261.2,88.3,160.3,2094.0,26.5,2480.8,,,Fallback plan.
P05,Week_2026_03,Jareesh with laban,84.2,10.4,43.7,1043.5,11.9,554.6,Ful medames + tamees,79.6,16.3,48.7,604.2,6.2,583.3,Balila cup (chickpeas),59.2,20.7,43.5,472.7,7.6,551.1,Grilled Hammour + rice + salad,30.8,25.6,36.0,322.6,8.9,671.0,253.9,73.0,171.9,2443.0,34.6,2360.1,,,Fallback plan.
P05,Week_2026_04,Tuna salad + lemon + olive oil,73.6,24.5,20.4,497.4,3.2,485.9,Margoog (light) + salad,48.4,25.0,63.6,344.1,5.0,383.1,Thareed (lean beef + veg),42.0,11.4,48.3,595.9,9.8,1036.5,Harees (light) + salad,74.6,19.0,29.1,993.6,8.4,414.4,238.6,80.0,161.4,2431.0,26.5,2319.9,,,Fallback plan.
P05,Week_2026_05,Grilled Hammour + rice + salad,50.1,23.9,25.9,695.1,4.2,946.5,Labneh + cucumbers + olives + bread,62.3,12.3,75.6,563.2,8.8,291.5,Tuna salad + lemon + olive oil,30.6,12.9,22.5,659.0,10.9,430.0,Margoog (light) + salad,83.6,26.4,44.3,386.7,6.5,591.7,226.7,75.5,168.3,2304.0,30.4,2259.6,,,Fallback plan.
P05,Week_2026_06,Masoub (banana+dates+milk),80.9,28.0,21.4,416.0,12.4,605.5,Chicken Kabsa (lean rice),38.1,15.1,54.0,495.6,11.5,635.7,Jareesh with laban,60.0,7.4,30.8,731.1,5.0,263.2,Ful medames + tamees,74.0,22.9,57.1,739.3,6.5,822.7,253.0,73.5,163.4,2382.0,35.3,2327.1,,,Fallback plan.
P05,Week_2026_07,Grilled Hammour + rice + salad,54.2,9.9,51.4,636.0,7.5,293.4,Labneh + cucumbers + olives + bread,87.0,20.0,50.9,594.6,9.2,746.8,Tuna salad + lemon + olive oil,48.0,13.1,41.3,554.4,7.5,706.1,Margoog (light) + salad,58.0,29.4,21.4,414.0,10.0,554.6,247.2,72.4,165.1,2199.0,34.2,2300.9,,,Fallback plan.
P05,Week_2026_08,Labneh + cucumbers + olives + bread,27.8,10.7,73.7,713.9,4.6,345.6,Tuna salad + lemon + olive oil,30.3,32.8,30.9,425.9,9.2,358.0,Margoog (light) + salad,86.8,31.3,21.5,736.5,7.5,880.8,Thareed (lean beef + veg),96.8,8.7,36.6,250.8,8.2,783.4,241.6,83.4,162.7,2127.0,29.5,2367.8,,,Fallback plan.
P05,Week_2026_09,Margoog (light) + salad,51.3,9.3,50.2,778.3,8.9,743.9,Thareed (lean beef + veg),75.6,24.5,51.9,374.5,9.9,595.4,Harees (light) + salad,78.0,14.9,20.8,724.4,5.9,259.3,Egg shakshouka + bread,47.9,30.6,38.5,401.8,8.7,772.1,252.8,79.3,161.4,2279.0,33.4,2370.7,,,Fallback plan.
P05,Week_2026_10,Ful medames + tamees,42.3,18.5,54.4,749.8,3.7,333.8,Balila cup (chickpeas),47.7,18.8,19.8,508.8,6.1,863.7,Grilled Hammour + rice + salad,69.8,15.0,53.2,405.1,4.3,467.3,Labneh + cucumbers + olives + bread,74.6,15.4,36.0,236.3,10.3,535.5,234.5,67.7,163.3,1900.0,24.3,2200.3,,,Fallback plan.
P05,Week_2026_11,Tuna salad + lemon + olive oil,62.7,18.5,60.1,633.8,4.4,922.9,Margoog (light) + salad,42.3,14.8,28.0,396.7,13.2,371.0,Thareed (lean beef + veg),58.2,19.6,39.8,701.6,4.8,582.5,Harees (light) + salad,65.4,15.7,41.7,627.9,8.3,335.1,228.7,68.7,169.6,2360.0,30.8,2211.4,,,Fallback plan.
P05,Week_2026_12,Chicken Kabsa (lean rice),82.9,21.7,42.5,315.0,7.5,608.0,Jareesh with laban,23.7,16.1,31.3,835.8,4.0,556.8,Ful medames + tamees,66.8,23.7,36.3,245.6,9.8,410.4,Balila cup (chickpeas),77.6,12.9,49.5,476.5,9.2,736.8,251.0,74.4,159.6,1873.0,30.5,2312.0,,,Fallback plan.
P05,Week_2026_13,Tuna salad + lemon + olive oil,34.0,5.9,47.9,315.7,6.0,348.9,Margoog (light) + salad,81.1,19.0,49.9,525.2,11.6,1101.6,Thareed (lean beef + veg),31.9,21.8,30.4,532.6,5.3,439.4,Harees (light) + salad,79.0,21.6,40.5,525.5,3.6,303.6,226.0,68.3,168.7,1899.0,26.5,2193.4,,,Fallback plan.
P05,Week_2026_14,Ful medames + tamees,69.7,14.9,35.7,668.2,4.1,511.1,Balila cup (chickpeas),44.6,27.9,67.2,540.4,8.4,432.8,Grilled Hammour + rice + salad,47.9,19.6,20.7,542.1,7.3,698.9,Labneh + cucumbers + olives + bread,76.9,17.4,36.1,493.3,10.5,671.0,239.2,79.8,159.7,2244.0,30.3,2313.9,,,Fallback plan.
P05,Week_2026_15,Grilled Hammour + rice + salad,45.3,21.7,52.2,387.0,8.7,244.9,Labneh + cucumbers + olives + bread,57.4,15.0,25.3,642.2,9.2,763.9,Tuna salad + lemon + olive oil,62.6,17.8,20.6,463.1,5.5,863.0,Margoog (light) + salad,72.9,26.9,60.3,705.8,4.8,446.4,238.2,81.3,158.4,2198.0,28.2,2318.1,,,Fallback plan.
P05,Week_2026_16,Labneh + cucumbers + olives + bread,54.9,17.5,37.7,476.6,10.5,688.2,Tuna salad + lemon + olive oil,47.7,13.0,23.8,638.8,4.4,329.7,Margoog (light) + salad,64.2,16.0,60.6,326.3,7.6,426.8,Thareed (lean beef + veg),71.8,25.0,42.5,527.2,8.5,811.6,238.7,71.4,164.7,1969.0,31.0,2256.3,,,Fallback plan.
P05,Week_2026_17,Tuna salad + lemon + olive oil,69.1,16.7,46.6,694.1,9.0,368.6,Margoog (light) + salad,66.9,28.1,30.7,587.1,4.8,464.0,Thareed (lean beef + veg),52.1,14.8,48.0,286.2,6.4,813.5,Harees (light) + salad,46.7,17.2,29.9,538.6,12.8,605.6,234.8,76.8,155.3,2106.0,33.1,2251.7,,,Fallback plan.
P05,Week_2026_18,Grilled Hammour + rice + salad,45.5,18.2,36.9,371.0,7.1,600.4,Labneh + cucumbers + olives + bread,78.5,18.4,62.9,729.7,7.3,710.5,Tuna salad + lemon + olive oil,78.6,16.7,33.5,697.1,7.8,723.4,Margoog (light) + salad,41.4,21.0,29.9,387.1,3.7,263.2,244.0,74.3,163.2,2185.0,25.9,2297.5,,,Fallback plan.
