user id,Week number,1st_meal,1st_meal_carbs_g,1st_meal_fat_g,1st_meal_protein_g,1st_meal_fiber_g,1st_meal_sodium_mg,1st_meal_kcal_target_kcal,2nd_meal,2nd_meal_carbs_g,2nd_meal_fat_g,2nd_meal_protein_g,2nd_meal_fiber_g,2nd_meal_sodium_mg,2nd_meal_kcal_target_kcal,3rd_meal,3rd_meal_carbs_g,3rd_meal_fat_g,3rd_meal_protein_g,3rd_meal_fiber_g,3rd_meal_sodium_mg,3rd_meal_kcal_target_kcal,4th_meal,4th_meal_carbs_g,4th_meal_fat_g,4th_meal_protein_g,4th_meal_fiber_g,4th_meal_sodium_mg,4th_meal_kcal_target_kcal,Total_kcal_target_kcal,Total_carbs_g,Total_fat_g,Total_protein_g,Total_fiber_g,Total_sodium_mg,Note
P03,2026-W12,Ful Medames (200g cooked fava beans) with 1 whole wheat khubz (60g) and 1 boiled egg (50g),78,15,25,14,600,550,"Dates (50g) and Arabic coffee (1 cup, 200ml)",80,0,2,6,10,300,"Chicken Kabsa (200g chicken, 100g basmati rice, spices, and 100g mixed vegetables)",90,30,60,8,800,800,"Hibiscus tea (1 cup, 250ml) and a piece of almond cake (40g)",30,10,5,2,10,250,2413,284,80,181,30,1800,Start of the day with a traditional Saudi breakfast.
P03,2026-W13,"Shakshuka (2 eggs, 200g tomato sauce, bell peppers, spices) with 1 whole wheat khubz (60g)",68,20,28,10,400,596,Roasted Chickpeas (100g) with a sprinkle of salt and spices,27,2,8,8,5,164,"Chicken Jollof Rice (150g chicken, 100g jollof rice, mixed vegetables)",80,20,40,5,500,706,Fruit Salad (200g mixed fruits) with a drizzle of honey (10g),60,1,2,5,10,228,596,68,20,28,10,400,Breakfast
P03,2026-W14,"Labneh with Olive Oil (150g) and 1 Whole Wheat Khubz (60g), Cucumber (100g) and Tomato (100g) Salad",45,25,15,5,300,450,Hummus (100g) with Carrot Sticks (100g) and 1 Whole Wheat Khubz (60g),50,15,10,10,400,400,Grilled Chicken Thigh (150g) with Quinoa (100g) and Mixed Vegetables (100g),60,30,40,8,600,700,Fattoush Salad (200g) with Pomegranate Dressing and 50g Roasted Almonds,105,8,10,7,200,784,2334,260,78,175,30,1200,Breakfast
P03,2026-W15,Ful Medames (200g) with 1 Whole Wheat Khubz (60g) and a drizzle of olive oil (10g),90,22,20,20,500,645,"Dates (100g) and Arabic Coffee (1 cup, 240ml)",80,1,2,8,5,300,"Chicken Kabsa (150g chicken, 200g rice, spices, and tomato sauce)",120,30,50,5,600,850,Mixed Fruit Salad (200g) with a sprinkle of cinnamon,60,2,5,7,95,486,2281,228,76,171,30,1200,Breakfast
P03,2026-W16,"Shakshuka (2 eggs, tomato sauce, bell peppers) with 1 Whole Wheat Khubz (60g)",45,20,20,6,600,450,Roasted Chickpeas (100g) with Spices,27,3,8,6,40,164,"Grilled Fish (150g) with Lentil Salad (100g lentils, 50g parsley, onion, tomato)",50,20,45,15,300,600,"Stuffed Bell Peppers (2 peppers with ground turkey, rice, spices)",40,10,30,6,200,450,2387,239,79,178,25,800,Breakfast
P03,2026-W17,"Labneh (150g) with Cucumber and Mint, served with 1 Whole Wheat Khubz (60g)",40,20,20,3,300,400,Hummus (100g) with Carrot Sticks (100g),30,10,10,7,300,250,"Chicken Jollof Rice (150g chicken, 200g rice, spices, and tomato sauce)",110,20,40,4,400,800,Grilled Chicken Shawarma (100g) with a side of Tabbouleh (100g),40,15,30,3,350,500,2307,251,77,173,21,950,Breakfast with traditional flavors
P03,2026-W18,Ful Medames (200g) served with 1 Whole Wheat Khubz (60g) and a side of Tomato Salad (100g),80,15,20,15,600,600,Date (50g) and a handful of Almonds (30g),35,15,5,5,0,250,Chicken Kabsa (150g) with a side of Cucumber Salad (100g),90,25,40,5,800,750,Grilled Lamb Kofta (100g) with a side of Roasted Vegetables (150g),65,25,35,5,100,650,2387,270,79,179,30,1500,Breakfast
P03,2026-W19,Shakshuka with 2 Eggs (100g) served with 1 Whole Wheat Khubz (60g) and a side of Sliced Avocado (50g),70,30,25,10,400,600,"Fruit salad with 100g of Watermelon, 100g of Papaya, and 50g of Pomegranate",38,1,2,5,10,150,Grilled Fish (150g) with a side of Roasted Sweet Potatoes (150g) and a side of Green Beans (100g),60,25,50,15,200,750,"Mujadara (Lentils and Rice, 150g) served with a side of Yogurt (100g) and a sprinkle of Fried Onions",60,20,25,8,300,600,2387,239,79,179,30,1200,Breakfast
P03,2026-W20,Foul Medames (200g) with 1 Whole Wheat Khubz (60g) and a side of Cucumber Salad (100g),80,15,25,15,800,600,Dates (40g) with a handful of Walnuts (30g),45,20,5,5,1,350,Chicken Joojeh (150g) with a side of Brown Rice (150g) and a side of Grilled Vegetables (150g),90,25,50,10,600,750,Labneh (100g) with a side of Whole Wheat Khubz (60g) and Olives (30g),30,20,30,0,100,550,2254,220,75,169,30,1500,Breakfast
P03,2026-W21,Hummus (100g) with 1 Whole Wheat Khubz (60g) and a side of Sliced Cucumber (100g),50,15,12,8,300,400,"Grilled Shrimp (150g) with a side of Quinoa Salad (150g, includes tomatoes, parsley, and lemon)",70,20,35,10,400,600,Lamb Kabsa (150g) with a side of Spiced Carrots (100g),90,30,40,7,500,800,"Fruit Salad (150g of mixed fruits, including apples, bananas, and oranges) and a handful of Almonds (30g)",53,14,10,10,200,587,2387,263,79,179,35,900,Breakfast
P03,2026-W22,"Shakshuka (2 eggs, tomatoes, and spices) with 1 Whole Wheat Khubz (60g)",45,20,20,6,600,450,Mixed Nuts (30g) including Almonds and Cashews,10,15,5,2,1,180,Chicken Kabsa (150g) with a side of Steamed Broccoli (100g),75,25,40,10,700,700,"Grilled Fish (150g) with a side of Salad (Cucumber, Tomato, Parsley)",30,15,45,12,100,500,2413,263,81,181,40,800,Breakfast
P03,2026-W23,Foul Medames (200g) with Olive Oil (10g) and 1 Whole Wheat Khubz (60g),75,20,20,15,800,540,Dried Dates (50g) with 1 cup of Arabic Coffee (200ml),52,0,2,5,5,200,"Grilled Chicken Thigh (150g) with Mujaddara (200g, lentils and rice) and a side of Cucumber Salad (100g)",90,30,50,10,600,700,Baked Falafel (3 pieces) with Tahini Sauce (30g) and a small side of Pickled Vegetables (50g),40,10,12,5,100,300,2254,250,75,169,30,1500,Breakfast
P03,2026-W24,Ful Medames (200g) with 1 Whole Wheat Khubz (60g) and 1 boiled Egg,60,20,30,8,500,590,Fruit Salad (200g) with a drizzle of Honey (10g),37,0,1,4,5,150,Grilled Beef Kofta (150g) with Rice (100g) and a side of Roasted Vegetables (100g),70,30,40,5,800,700,Maqlooba (200g) with Yogurt (100g),90,40,40,6,600,920,590,60,20,30,8,500,Breakfast
P03,2026-W25,"Shakshuka (2 eggs, 200g tomato sauce, spices) with 1 Whole Wheat Khubz (60g)",55,20,20,8,600,450,Hummus (100g) with 1 Whole Wheat Khubz (60g),38,15,10,6,300,300,"Chicken Kabsa (150g chicken, 150g rice, spices, and vegetables)",90,30,50,5,900,800,Greek Yogurt (200g) with 1 tablespoon of Honey (15g) and a sprinkle of nuts (10g),45,10,20,2,50,400,2334,240,78,175,30,1500,Breakfast
P03,2026-W26,Foul Medames (200g) with 1 Whole Wheat Khubz (60g) and 1 boiled Egg,62,18,24,14,600,550,Grilled Chicken Breast (150g) with Tabbouleh Salad (100g),35,15,54,10,700,600,Lentil Soup (250g) with 1 Whole Wheat Khubz (60g),70,8,20,12,400,450,Grilled Shrimp (150g) with Couscous (100g) and Grilled Vegetables (100g),70,30,50,5,600,760,2360,240,78,177,25,1500,Breakfast
P03,2026-W27,Ful medames (150g) with 1 Whole Wheat Khubz (60g) and a side of diced cucumbers (100g),80,10,20,15,400,500,Fattoush salad (150g) with grilled halloumi (50g),30,20,15,5,200,350,"Lamb Kabsa (100g lamb, 200g rice, spices, and vegetables)",100,30,40,5,600,800,Date stuffed with nuts (30g) and a small serving of Arabic coffee (100ml),40,15,5,0,0,250,2254,227,75,169,25,600,Breakfast
P03,2026-W28,"Shakshuka (2 eggs, tomatoes, bell peppers) served with 1 Whole Wheat Khubz (60g)",50,20,18,10,500,450,Hummus (100g) with sliced carrots (100g) and cucumber (100g),30,10,8,7,300,250,"Chicken Shawarma wrap (100g chicken, 1 Whole Wheat Khubz (60g), veggies)",50,20,40,5,800,600,"Mujadara (lentils, rice, onion - 200g) with a side of mixed salad (100g)",60,10,15,8,500,450,2254,240,75,169,30,1500,Breakfast with a traditional touch
P03,2026-W29,Foul Medames (150g) with 1 Whole Wheat Khubz (60g) and a side of diced tomatoes (100g),70,20,25,8,600,585,Snack: 5 Dates (50g) with 10g of walnuts,45,7,2,4,1,180,"Lunch: Chicken Kabsa (150g chicken, 200g rice, mixed vegetables)",100,20,50,6,800,780,Dinner: Grilled Fish (150g) with a side of grilled vegetables (200g),25,35,55,5,700,789,585,70,20,25,8,600,Breakfast
P03,2026-W30,"Shakshuka (2 eggs, 100g tomatoes, 50g bell peppers) with 1 Whole Wheat Khubz (60g)",30,10,14,5,400,250,Snack: 3 Pieces of Knafeh (100g) with a side of 5 almonds (10g),25,10,4,1,200,200,Lunch: Lentil Soup (250g) with 1 Whole Wheat Khubz (60g) and a side of mixed salad (100g),30,5,10,7,300,150,Dinner: Grilled Chicken with spices (100g) and a side of Tabouleh (100g),15,5,12,2,300,200,585,70,15,30,15,1200,One-day meal plan using mostly Saudi foods.
P03,2026-W31,Foul Medames (200g) with 1 Whole Wheat Khubz (60g) and a drizzle of olive oil (10g),45,10,15,8,600,300,Snack: 1 small serving of Dates (30g) and a handful of walnuts (15g),25,10,3,3,1,180,Lunch: Grilled Fish (100g) with a side of Mujaddara (150g) and a mixed vegetable salad (100g),35,5,25,4,500,250,Dinner: Chicken Shawarma (100g) in a Whole Wheat Wrap (60g) with garlic sauce (15g),20,6,10,1,400,120,600,75,20,30,12,1500,One-day Saudi-style diet for fat loss.
P03,2026-W32,Breakfast: Labneh (100g) with Cucumber (50g) and 1 Whole Wheat Khubz (60g),30,8,10,2,500,200,Snack: 1 small Apple (100g) and 10 Almonds (15g),20,8,5,3,1,150,Lunch: Chicken Kabsa (100g) with a side of Salad (100g),40,10,20,5,800,250,Dinner: Lentil Soup (200g) with a slice of Whole Wheat Bread (30g),15,2,5,8,200,100,600,85,20,25,18,1500,One-day meal plan using mostly Saudi foods
P03,2026-W33,"Breakfast: Foul Medames (150g) with 1 Whole Wheat Khubz (60g), drizzled with Olive Oil (10g)",40,12,12,10,600,300,Snack: 1 Date (20g) and 5 Walnuts (15g),20,10,3,2,1,150,Lunch: Grilled Chicken (100g) with Tabbouleh (100g),30,5,20,3,400,200,Dinner: Vegetable Soup (200g) with 1 slice of Whole Wheat Bread (30g),10,1,1,0,200,100,600,80,18,36,15,1200,One-day meal plan using mostly Saudi foods.
P03,2026-W34,"Breakfast: Shakshuka (2 eggs, 150g tomatoes, 30g bell peppers) with 1 Whole Wheat Khubz (60g)",30,12,14,5,600,250,Snack: 1 Apple (150g) and 10 Almonds (15g),20,8,4,3,5,150,"Lunch: Chicken Kabsa (100g chicken, 150g rice, 50g vegetables)",40,8,28,5,900,250,Dinner: Lentil Soup (200g) with a side of 1 piece of Whole Wheat Khubz (60g),15,2,8,2,50,150,600,75,20,34,15,1500,One-day meal plan using mostly Saudi foods.
P03,2026-W35,Foul Medames (200g) with 1 Whole Wheat Khubz (60g),42,8,14,8,600,300,Snack: 1 Banana (120g) and 5 Walnuts (15g),22,7,3,3,1,150,Lunch: Grilled Chicken Shawarma (100g) with 1 Whole Wheat Pita (60g) and Salad (50g),25,5,25,2,400,200,"Dinner: Lentil Salad (150g lentils, 50g cucumber, 20g onion, 10g olive oil)",10,5,10,1,200,100,600,69,20,36,12,1200,One-day Saudi-style meal plan for fat loss goal.
P03,2026-W36,Labneh (100g) with 1 Whole Wheat Khubz (60g) and Cucumber Slices (100g),30,9,10,3,600,220,Snack: 1 Apple (150g) and 10 Almonds (15g),22,7,4,5,1,160,"Lunch: Chicken Kabsa (150g Chicken, 100g Rice, spices)",42,8,24,4,800,250,"Dinner: Chickpea Salad (100g Chickpeas, 50g Tomato, 30g Onion, 10g Olive Oil)",18,4,10,8,100,170,600,82,18,29,20,1500,One-day Saudi-style meal plan for fat loss
P03,2026-W37,Ful Medames (100g) with 1 Whole Wheat Khubz (60g) and Tomato Salad (50g),30,5,10,8,300,200,Snack: 1 Banana (120g) and 5 Walnuts (10g),30,8,3,3,1,180,"Lunch: Grilled Chicken with Spiced Rice (150g Chicken, 80g Rice)",40,10,30,2,800,250,Dinner: Lentil Soup (200g) with a side of Cucumber (100g),20,2,10,2,100,120,600,80,20,30,15,1200,One-day meal plan focusing on Saudi foods for fat loss.
P03,2026-W38,"Shakshuka (2 eggs, 100g tomatoes, 50g bell peppers) with 1 Whole Wheat Khubz (60g)",40,15,20,5,600,350,Snack: 1 Apple (150g) and 10 Almonds (15g),30,10,5,6,2,200,"Lunch: Chicken Kabsa (150g chicken, 100g spiced rice) with 50g carrot salad",50,12,30,4,900,400,Dinner: Hummus (100g) with 100g Cucumber sticks,5,3,2,5,0,100,600,85,15,37,20,1500,One-day Saudi-style meal plan for fat loss.
P03,2026-W39,"Foul Medames (150g cooked fava beans, 30g olive oil, 50g tomatoes, 20g onions) with 1 Whole Wheat Khubz (60g)",35,15,12,8,600,300,Snack: 1 Banana (120g) with 5 Walnuts (15g),25,7,3,3,1,150,"Lunch: Grilled Chicken Shawarma (150g chicken, spices, and 1 small whole wheat pita (60g)) with 100g Tabouleh salad",30,5,25,2,400,200,"Dinner: Lentil Soup (200g cooked lentils, spices, 50g carrots) with 1 slice of Whole Wheat Bread (40g)",20,3,10,3,200,150,600,73,20,30,12,1200,One-day Saudi-style meal plan for fat loss.
P03,2026-W40,"Shakshuka (2 eggs, 100g tomatoes, 20g bell peppers, spices) with 1 slice of Whole Wheat Khubz (40g)",25,15,15,5,400,250,Snack: 1 small Apple (150g) with 10g Tahini,25,7,3,4,5,150,Lunch: Grilled Fish (150g) with 100g Hummus and 100g Cucumber Salad,20,10,30,3,600,200,"Dinner: Chicken Kabsa (100g chicken, 150g rice, spices, 50g mixed vegetables)",25,5,20,3,495,200,600,75,20,40,15,1500,One-day meal plan using Saudi foods for fat loss.
P03,2026-W41,Foul Medames (200g) with 1 slice of Whole Wheat Khubz (40g) and a drizzle of olive oil (10g),35,10,10,8,600,250,Snack: 1 small Banana (100g) with 10g Almonds,20,7,3,3,1,150,Lunch: Grilled Chicken Shawarma (100g) in 1 Whole Wheat Pita (60g) with 50g Tabbouleh,25,5,25,4,400,200,Dinner: Vegetable Stir-fry (150g mixed vegetables) with 50g Brown Rice and 50g Grilled Shrimp,15,5,10,2,200,150,600,70,20,40,15,1200,"One-day Saudi-style meal plan for fat loss, budget-friendly."
P03,2026-W42,Hummus (100g) with 1 Whole Wheat Khubz (40g) and 1 small cucumber (100g),30,8,8,5,500,220,Snack: 1 small Apple (100g) with 10g Walnuts,20,7,3,3,1,150,Lunch: Grilled Chicken Kabsa (100g) with 50g Brown Rice,30,8,25,2,600,220,Dinner: Lentil Soup (200g) with a side of mixed salad (100g),10,2,12,5,400,110,600,80,20,30,15,1500,One-day meal plan using Saudi foods for fat loss.
P03,2026-W43,Ful Medames (100g) with 1 Whole Wheat Khubz (40g) and 50g of diced tomatoes,40,5,10,8,600,250,Snack: 1 small Banana (100g) with 15g of Almonds,30,7,4,3,1,150,Lunch: Grilled Fish (100g) with 50g of Quinoa and mixed vegetables (100g),30,10,30,4,200,220,Dinner: Chicken Shawarma (100g) wrapped in 1 Whole Wheat Khubz (40g) with 50g of lettuce and tahini sauce (10g),20,5,15,0,400,180,600,60,20,40,15,1200,One-day Saudi-style meal plan for fat loss.
P03,2026-W44,Hummus (100g) with 1 Whole Wheat Khubz (40g) and 50g of cucumber slices,30,8,10,5,300,200,Snack: 100g of dates and 10g of walnuts,40,8,2,4,2,180,Lunch: Chicken Kabsa (100g) with 50g of brown rice and 100g of mixed vegetables,35,6,20,3,800,220,Dinner: Lentil Soup (200g) with a side of 1 Whole Wheat Khubz (40g),10,2,8,3,100,100,600,85,18,30,15,1200,One-day meal plan using mostly Saudi foods for fat loss.
P03,2026-W45,Foul Medames (150g) with 1 Whole Wheat Khubz (40g) and a side of diced tomatoes (50g),40,6,10,8,600,250,Snack: 100g of apple slices with 15g of tahini,30,9,4,5,50,200,Lunch: Grilled Chicken Shawarma (100g) with 100g of tabbouleh,35,4,20,5,400,250,Dinner: Spinach and Lentil Stew (200g) with a side of 1 Whole Wheat Khubz (40g),20,2,8,5,150,100,600,85,16,32,15,1200,One-day Saudi-style meal plan for fat loss goal.
P03,2026-W46,Hummus (100g) with 1 Whole Wheat Khubz (40g) and carrot sticks (100g),35,10,8,8,450,250,Snack: 100g of dates with 10g of walnuts,35,7,2,3,1,150,"Lunch: Grilled Chicken Kabsa (100g) with 100g of mixed salad (cucumber, tomato, lettuce)",25,6,22,5,600,200,Dinner: Lentil Soup (200g) with a side of 1 Whole Wheat Khubz (40g),30,5,15,6,150,200,600,95,18,27,22,1200,One-day Saudi meal plan for fat loss.
P03,2026-W47,Foul Medames (150g) with 1 Whole Wheat Khubz (40g),40,5,10,10,600,250,Snack: 50g of dried figs with 10g of almonds,30,5,3,5,10,150,Lunch: Shish Tawook (100g) with 100g of Tabbouleh,30,8,25,4,400,200,Dinner: Vegetable Soup (200g) with 1 Whole Wheat Khubz (40g),15,2,5,2,190,100,600,75,20,30,15,1200,One-day Saudi-style meal plan for fat loss.
P03,2026-W48,Hummus (100g) with 1 Whole Wheat Khubz (40g) and carrot sticks (100g),38,10,8,8,400,250,Snack: 20g of dates with 15g of walnuts,30,7,2,3,5,150,Lunch: Grilled Chicken Kabsa (100g) with 100g of mixed salad,35,6,20,6,600,200,Dinner: Lentil Soup (200g) with 1 Whole Wheat Khubz (40g),25,5,10,3,495,200,600,87,18,30,20,1500,One-day meal plan using mostly Saudi foods for fat loss.
P04,2025-W46,"Breakfast: 2 medium eggs shakshouka (150g cooked tomatoes and peppers), 1 slice whole wheat tamees (60g), 100ml laban (fermented milk). Cook shakshouka in small amount olive oil.",45,18,28,6,390,450,"Snack: 5 dates (40g), 1 small cup (150g) low-fat labneh with a drizzle of olive oil and a sprinkle of za'atar.",50,8,10,5,170,300,"Lunch: 1 cup cooked chicken kabsa (150g chicken breast, 100g rice, tomato-based spice mix), side salad (50g cucumber, tomato, lemon juice). Use minimal added oil.",80,15,55,10,800,650,"Dinner: 1 cup jareesh cooked with small amount butter (90g jareesh), 100g grilled lean lamb kebab, and steamed green beans (80g).",35,14,17,7,290,400,1800,210,55,110,28,1650,"One-day sustainable Saudi-based diet plan for female, 18-29, BMI normal, goal recomposition, intermediate cooking skill, budget 40 SAR/day, to be repeated for a full week. Designed to match moderate training, balanced macros and realistic meals."
P04,2025-W47,"Shakshouka (2 eggs, tomatoes, bell peppers, spices) with whole wheat pita.",45,20,20,6,700,450,Hummus (100g) with carrot and cucumber sticks.,30,10,8,5,400,250,Kabsa with grilled chicken (150g) and mixed vegetables.,90,25,50,7,1200,750,"Date and almond snack (5 dates, 10 almonds).",39,5,35,2,300,362,1812,204,60,113,20,2200,Balanced Saudi cuisine meal plan for recompostion.
P04,2025-W48,"Foul Medames (200g) with 1 whole wheat pita and a side of salad (cucumber, tomatoes, parsley, lemon dressing)",60,12,20,15,400,480,"Malfouf (stuffed cabbage rolls, 150g) with yogurt (100g)",50,15,18,5,500,400,"Grilled Fish (150g) with a side of quinoa (100g) and sautéed vegetables (carrots, bell peppers, onions)",55,20,45,6,600,600,Date (3 pieces) and walnuts (30g) as a snack,30,11,7,4,300,275,1755,195,58,110,25,1800,One-day meal plan with Saudi dishes.
P04,2025-W49,"Shakshouka with Feta (2 eggs, tomatoes, bell peppers, spices, 30g feta) served with 1 whole wheat pita.",38,22,26,8,600,460,Snack: 100g Labneh with 50g cucumber and 50g carrot sticks.,12,6,10,3,300,150,"Lunch: Grilled Chicken Kabsa (150g chicken, 100g basmati rice, mixed vegetables) with a side of salad (cucumber, tomatoes, parsley, lemon dressing).",75,14,45,5,700,600,"Dinner: Stuffed Bell Peppers (2 medium bell peppers, 100g ground beef, 50g quinoa, spices) with a side of yogurt (100g).",79,18,32,4,400,593,1803,204,60,113,20,2000,"One-day meal plan featuring traditional Saudi dishes, aligned with macro targets."
P04,2025-W50,"Chicken Mandi (150g cooked chicken, 100g rice, spices) with a side of mixed salad (cucumber, tomato, lettuce, olive oil dressing)",80,20,30,5,800,600,Hummus (100g) with whole wheat pita (1 medium) and carrot sticks (100g),45,15,12,10,300,400,Grilled Chicken Kebabs (150g) served with tabbouleh (100g) and a side of yogurt (100g),40,25,40,5,600,550,Date (2 pieces) and mixed nuts (20g),37,10,6,0,300,250,1800,202,60,113,20,2000,One-day meal plan featuring Saudi dishes for a female aged 18-29 with a focus on recomposition.
P04,2025-W51,"Ful Medames (200g cooked fava beans) served with 1 whole wheat pita, 1 tbsp olive oil, and chopped parsley.",60,18,18,12,450,450,"Stuffed Bell Peppers (2 medium peppers, stuffed with 150g ground beef, rice, and spices) served with a side of yogurt (100g).",70,25,40,5,800,600,Lentil Soup (250g) with a slice of whole wheat bread and a side of mixed vegetable salad (100g) with olive oil dressing.,50,15,20,7,600,400,Chicken Shawarma (100g chicken) in a whole wheat wrap with garlic sauce and a side of pickles.,15,10,31,1,150,281,1731,195,58,109,20,2000,One-day meal plan focusing on Saudi cuisine with realistic portions.
P04,2025-W52,"Shakshuka (2 eggs cooked in tomato sauce, served with 50g whole wheat bread) and 1/2 avocado",34,30,20,10,800,482,Baba Ghanoush (100g) with whole wheat pita (1 medium) and cucumber sticks (100g),40,18,8,7,500,360,Grilled Lamb Kofta (150g) with 100g couscous and mixed salad (100g) with olive oil dressing,55,30,40,5,900,590,Date (2 pieces) and mixed nuts (20g),75,15,5,5,500,386,1818,204,61,113,20,2700,One-day meal plan with Saudi dishes for recomposition.
P04,2026-W01,Foul Medames (200g cooked fava beans) served with 1 whole wheat pita and 1 tbsp olive oil.,70,20,15,15,800,500,"Chicken Kabsa (150g chicken, 100g rice, cooked with spices and served with a side of salad).",85,20,40,5,1000,600,Grilled Shrimp (100g) with 100g of tabbouleh salad.,30,10,30,8,600,350,Date (2 pieces) and mixed nuts (20g).,18,10,5,7,600,347,1797,203,60,113,35,3000,One-day meal plan with Saudi cuisine
P04,2026-W02,Labneh (100g) with za'atar and 1 whole wheat pita (60g) and sliced cucumbers (100g),47,10,15,5,400,350,Grilled Chicken Shawarma (120g) with 100g brown rice and mixed salad (100g) with tahini dressing,65,15,30,8,600,500,Mujadara (100g lentils and rice) topped with fried onions and served with a side of yogurt (50g),75,10,18,12,300,450,Mixed Nuts (30g) and 1 Date (20g),16,25,10,5,300,500,1800,203,60,113,25,1600,Saudi-inspired meal plan for one day.
P04,2026-W03,"Shakshuka (2 eggs, 200g tomato sauce, 50g bell peppers) with 1 whole wheat pita (60g)",62,18,20,9,800,490,Hummus (100g) with carrot sticks (100g) and cucumber sticks (100g),40,16,10,8,400,350,"Lentil Soup (200g lentils, 100g carrots, 50g onions) with a side of 1 whole wheat pita (60g)",64,8,22,12,600,450,"Grilled Fish (150g) with 100g of roasted vegetables (zucchini, eggplant, bell peppers)",37,19,62,6,200,539,1829,203,61,114,25,2000,One-day meal plan with Saudi dishes.
P04,2026-W04,Foul Medames (200g) with 1 whole wheat pita (60g) and 50g of labneh topped with olive oil (10g),65,20,24,12,800,540,Mixed fruit salad (200g) with 20g of almonds,30,14,6,5,5,250,"Chicken Kabsa (150g chicken, 100g rice, 50g mixed vegetables)",80,25,40,4,700,660,Maqlooba (200g) with yogurt (50g),45,1,43,1,200,356,1806,184,60,113,22,1500,Breakfast with traditional Saudi flavors.
P04,2026-W05,Baked Jareesh (150g) with 50g of chicken and spices,62,15,25,8,600,450,Snack of Dates (100g) with 15g of walnuts,70,15,3,8,5,300,"Lunch of Chicken Mandi (150g chicken, 100g rice, 50g vegetables)",80,20,40,5,800,600,Dinner of Grilled Lamb (100g) with 100g of roasted potatoes and salad,40,5,42,3,100,400,1767,198,55,110,20,1500,Breakfast of traditional Saudi dish.
P04,2026-W06,"Shakshuka (2 eggs, 150g tomatoes, 50g bell pepper, 20g onion) with 1 whole wheat pita (60g)",49,18,24,6,600,400,"Snack of Labneh with cucumber and mint (100g labneh, 100g cucumber)",13,13,15,2,150,250,"Lunch of Chicken Juwari (150g grilled chicken, 100g brown rice, 100g mixed vegetables)",77,12,38,8,400,600,Dinner of Lentil Soup with 1 whole wheat pita (60g),68.5,11.3,36.9,4.5,300,400,1818,207.5,54.3,113.9,20.5,950,Breakfast of Shakshuka with whole wheat pita.
P04,2026-W07,"Ful Medames (200g cooked fava beans with 20g olive oil, garlic, and lemon juice) with 1 whole wheat pita (60g)",60,20,18,15,600,430,Snack of Roasted Chickpeas (100g) with spices,27,4,8,9,300,164,"Grilled Chicken Kabsa (150g chicken, 100g basmati rice, 150g mixed vegetables)",84,22,40,6,800,680,Baklava (50g) with a side of Greek yogurt (100g),29,13,45,0,300,502,1776,200,59,111,30,2000,One-day meal plan focusing on Saudi cuisine.
P04,2026-W08,Hummus (100g) with 1 whole wheat pita (60g) and 50g cucumber sticks,45,15,10,8,400,350,Grilled Lamb Kebab (120g) with 100g tabbouleh salad,30,30,40,6,800,550,Stuffed Bell Peppers (2 medium peppers) with quinoa (100g) and minced beef (100g),70,20,45,8,600,600,Date and nut energy balls (4 pieces) and 1 cup of Arabic coffee (without sugar),52,4,15,2,0,258,1758,197,59,110,24,1800,One-day meal plan focused on Saudi cuisine for recomp.
P04,2026-W09,"Shakshuka (2 eggs, 200g tomato sauce, spices) with 1 whole wheat pita (60g)",48,16,20,8,600,400,"Dates (5 pieces, approx. 75g) with mixed nuts (30g)",60,15,6,5,5,300,"Chicken Kabsa (150g chicken, 100g basmati rice, 150g mixed vegetables, spices)",82,25,50,7,800,700,"Fattoush salad (100g mixed greens, 50g tomatoes, 30g cucumber, 20g olive oil, spices)",6,10,4,3,95,334,1734,196,58,110,23,1500,One-day meal plan with Saudi dishes.
P04,2026-W10,Ful Medames (200g cooked fava beans) with 1 tablespoon tahini and 2 whole wheat pita (60g) served with diced tomatoes and onions.,60,16,19,15,800,450,"Sambousek (3 pieces, filled with minced chicken and spices) served with yogurt dip (100g).",45,30,25,2,600,500,Grilled Chicken Thigh (150g) marinated in Arabic spices served with 100g of Mujadara (lentils and rice) and a side of grilled vegetables (100g).,70,20,40,5,400,600,"Arabic Coffee (1 cup, unsweetened) with 2 pieces of Maamoul (traditional date-filled cookies).",26,4,6,3,0,205,1755,196,58,110,25,1800,One-day meal plan with Saudi dishes for recomposition.
P04,2026-W11,Hummus (100g) with 2 whole wheat pita (60g) and a side of carrot sticks (100g),63,14,15,10,300,450,"Labneh (100g) with za'atar and olive oil, served with cucumber sticks (100g)",10,18,9,2,400,250,Grilled Fish (150g) with 100g of Basmati rice and 100g of steamed broccoli,60,15,40,5,600,550,"Stuffed Bell Peppers (2 peppers, 150g) with minced beef and spices",64.3,4.6,46.7,3.4,500,500,1752,197.3,51.6,110.7,20.4,800,Breakfast
P04,2026-W12,"Shakshuka (2 eggs, 200g tomatoes, spices) with 1 whole wheat pita (30g)",45,18,20,6,500,400,"Date and Almond Energy Balls (4 pieces, 30g dates, 10g almonds)",30,9,4,4,1,200,"Chicken Kabsa (150g chicken, 100g basmati rice, spices, and 100g vegetables)",90,20,50,7,600,700,"Fattoush Salad (100g mixed greens, 50g tomatoes, 30g cucumber, 10g olive oil, 10g pomegranate seeds)",36,12,38,3,200,488,1788,201,60,112,20,800,Breakfast
